t,omega_ref_rpm,omega_rpm,iq_ref,iq_unsat,aw,Te,T_L,ids,iqs,vd,vq,du,sat_iq,mpc_status
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.911794082137682,0.0,6.090066154974933,0.0,0.0,0.0,ok
0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9257121068954834,0.0,5.8992337025777,0.0,0.0,0.0,ok
0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.934683483425428,0.0,5.864027301235207,0.0,0.0,0.0,ok
0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.942790195497205,0.0,5.828647357178114,0.0,0.0,0.0,ok
0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.950116281590728,0.0,5.793035723668844,0.0,0.0,0.0,ok
0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.956734970875348,0.0,5.757254432384052,0.0,0.0,0.0,ok
0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.962712642400222,0.0,5.721359348108999,0.0,0.0,0.0,ok
0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96810946781454,0.0,5.685400656505382,0.0,0.0,0.0,ok
0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.972979991607953,0.0,5.6494234000936085,0.0,0.0,0.0,ok
0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.977373657113692,0.0,5.613467964154077,0.0,0.0,0.0,ok
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.981335283345855,0.0,5.57757051715166,0.0,0.0,0.0,ok
0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.984905497266437,0.0,5.541763409936089,0.0,0.0,0.0,ok
0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.988121125648045,0.0,5.50607553757034,0.0,0.0,0.0,ok
0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.991015550308921,0.0,5.470532667283171,0.0,0.0,0.0,ok
0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.993619030143814,0.0,5.435157735709804,0.0,0.0,0.0,ok
0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.995958993054353,0.0,5.399971118295466,0.0,0.0,0.0,ok
0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.998060300592351,0.0,5.364990873461254,0.0,0.0,0.0,ok
0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999945487866604,0.0,5.330232963894187,0.0,0.0,0.0,ok
0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.001634981025317,0.0,5.295711457098687,0.0,0.0,0.0,ok
0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.003147294410065,0.0,5.261438707149672,0.0,0.0,0.0,ok
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.00449920928158,0.0,5.227425519404224,0.0,0.0,0.0,ok
0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005705935839622,0.0,5.193681299766113,0.0,0.0,0.0,ok
0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006781260098595,0.0,5.16021418994586,0.0,0.0,0.0,ok
0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.007737677034434,0.0,5.12703119002842,0.0,0.0,0.0,ok
0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0085865112858565,0.0,5.094138269533656,0.0,0.0,0.0,ok
0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.009338026573443,0.0,5.061540468045982,0.0,0.0,0.0,ok
0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010001524891008,0.0,5.029241986388774,0.0,0.0,0.0,ok
0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010585436425202,0.0,4.997246269229191,0.0,0.0,0.0,ok
0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011097401070088,0.0,4.965556079912728,0.0,0.0,0.0,ok
0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011544342322268,0.0,4.934173568255887,0.0,0.0,0.0,ok
0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011932534268643,0.0,4.903100331954669,0.0,0.0,0.0,ok
0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012267662312667,0.0,4.8723374722088195,0.0,0.0,0.0,ok
0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012554878224145,0.0,4.8418856440975055,0.0,0.0,0.0,ok
0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012798850043283,0.0,4.811745102204542,0.0,0.0,0.0,ok
0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013003807319877,0.0,4.781915741931334,0.0,0.0,0.0,ok
0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013173582123769,0.0,4.752397136906424,0.0,0.0,0.0,ok
0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013311646221773,0.0,4.723188572852003,0.0,0.0,0.0,ok
0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013421144779365,0.0,4.69428907824337,0.0,0.0,0.0,ok
0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013504926912007,0.0,4.66569745205918,0.0,0.0,0.0,ok
0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013565573380628,0.0,4.637412288895418,0.0,0.0,0.0,ok
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013605421698049,0.0,4.609432001690434,0.0,0.0,0.0,ok
0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0136265888885605,0.0,4.581754842283961,0.0,0.0,0.0,ok
0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0136309921198,0.0,4.5543789200138045,0.0,0.0,0.0,ok
0.043000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013620367405922,0.0,4.527302218533983,0.0,0.0,0.0,ok
0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013596286562411,0.0,4.500522611020646,0.0,0.0,0.0,ok
0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013560172575809,0.0,4.474037873917477,0.0,0.0,0.0,ok
0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01351331353655,0.0,4.447845699356444,0.0,0.0,0.0,ok
0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013456875269315,0.0,4.421943706379812,0.0,0.0,0.0,ok
0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013391912782579,0.0,4.3963294510748465,0.0,0.0,0.0,ok
0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013319380647666,0.0,4.371000435722841,0.0,0.0,0.0,ok
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013240142407477,0.0,4.3459541170560225,0.0,0.0,0.0,ok
0.051000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013154979105597,0.0,4.321187913706574,0.0,0.0,0.0,ok
0.052000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.013064597017774,0.0,4.296699212921444,0.0,0.0,0.0,ok
0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012969634660762,0.0,4.272485376614551,0.0,0.0,0.0,ok
0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012870669145598,0.0,4.248543746816777,0.0,0.0,0.0,ok
0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012768221936932,0.0,4.22487165058252,0.0,0.0,0.0,ok
0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012662764073737,0.0,4.201466404401801,0.0,0.0,0.0,ok
0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012554720901918,0.0,4.1783253181648075,0.0,0.0,0.0,ok
0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012444476364182,0.0,4.1554456987243125,0.0,0.0,0.0,ok
0.059000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012332376888915,0.0,4.132824853088402,0.0,0.0,0.0,ok
0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012218734915177,0.0,4.110460091284653,0.0,0.0,0.0,ok
0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0121038320881,0.0,4.08834872892008,0.0,0.0,0.0,ok
0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011987922155403,0.0,4.066488089472916,0.0,0.0,0.0,ok
0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011871233592876,0.0,4.044875506335442,0.0,0.0,0.0,ok
0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011753971984367,0.0,4.023508324635139,0.0,0.0,0.0,ok
0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011636322179076,0.0,4.002383902854314,0.0,0.0,0.0,ok
0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0115184502469345,0.0,3.981499614266366,0.0,0.0,0.0,ok
0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011400505251059,0.0,3.96085284820881,0.0,0.0,0.0,ok
0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011282620854448,0.0,3.9404410112045944,0.0,0.0,0.0,ok
0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011164916776099,0.0,3.920261527950535,0.0,0.0,0.0,ok
0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011047500111018,0.0,3.9003118421838163,0.0,0.0,0.0,ok
0.07100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010930466526513,0.0,3.8805894174356026,0.0,0.0,0.0,ok
0.07200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010813901346605,0.0,3.861091737688576,0.0,0.0,0.0,ok
0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010697880534819,0.0,3.8418163079422216,0.0,0.0,0.0,ok
0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0105824715849625,0.0,3.8227606546970616,0.0,0.0,0.0,ok
0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010467734328407,0.0,3.8039223263671396,0.0,0.0,0.0,ok
0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010353721665829,0.0,3.785298893624028,0.0,0.0,0.0,ok
0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010240480230303,0.0,3.7668879496834755,0.0,0.0,0.0,ok
0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010128050988243,0.0,3.748687110536318,0.0,0.0,0.0,ok
0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010016469784083,0.0,3.7306940151329187,0.0,0.0,0.0,ok
0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.009905767833714,0.0,3.7129063255218275,0.0,0.0,0.0,ok
0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.009795972171871,0.0,3.6953217269513874,0.0,0.0,0.0,ok
0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.00968710605721,0.0,3.677937927934451,0.0,0.0,0.0,ok
0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0095791893397426,0.0,3.6607526602825597,0.0,0.0,0.0,ok
